id,correo_usuario,reserva_id,valor,clausula,empresa,tipo
7882,diquca103@edubus.cal,143337,,,,
7883,benaco350@edubus.cal,143346,88000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Cobertura por cancelaciones debido a desastres naturales o disturbios",Consorcio Nacional de Seguros Vida S.A.,Seguro de Cancelación de Viaje
7884,srjadere694@edubus.cal,143389,,,,
7885,sr.2196934@outluc.com,143425,71000,"Cobertura de daños a propiedades alquiladas, Gastos legales en caso de demandas civiles",Confuturo S.A.,Seguro de Responsabilidad Civil
7886,,143436,90000,,Seguros Generales Suramericana S.A.,Seguro de Responsabilidad Civil
7887,Sr.oquendo430@viajesanma.com,143443,,,,
7888,sta.607395@viajesanma.com,144080,,,,
7889,sralpeme481@marmol.com,143623,14000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Cobertura de penalidades por cambio de vuelo",Liberty Compañía de Seguros Generales S.A.,Seguro de Cancelación de Viaje
7890,Luisesquibel403@edubus.cal,,,,,
7891,maeufihe664@tourket.com,143663,,"Evacuación y repatriación sanitaria, Cobertura de gastos médicos por enfermedad o accidente",MAPFRE Compañía de Seguros Generales de Chile S.A.,
7892,maeufihe664@tourket.com,143664,48000,"Cobertura por daños a terceros durante el viaje, Gastos legales en caso de demandas civiles",HDI Seguros S.A.,
7893,roberto8863130@marmol.com,143666,33000,"Compensación por imprevistos que obliguen a detener el viaje, Cobertura de costos adicionales por regreso anticipado",BICE Vida Compañía de Seguros S.A.,Seguro de Interrupción del Viaje
7894,Soledadvaladez838@edubus.cal,143753,70000,"Reembolso de gastos no utilizados por interrupción del viaje, Compensación por imprevistos que obliguen a detener el viaje",Confuturo S.A.,Seguro de Interrupción del Viaje
7895,,143768,,,,
7896,luvajá632@tourket.com,,,,,
7897,luvajá632@tourket.com,,,,,
7898,óscezú849@edubus.cal,,,,Consorcio Nacional de Seguros Vida S.A.,Seguro de Asistencia Médica
7899,óscezú849@edubus.cal,143876,25000,"Cobertura de gastos médicos por enfermedad o accidente, Cobertura de medicamentos recetados",,Seguro de Asistencia Médica
7900,gabriel2636392@edubus.cal,143905,,,,
7901,gabriel2636392@edubus.cal,,,,,
7902,ana8582626@outluc.com,143928,93000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Reembolso de gastos adicionales por retrasos en vuelos",MetLife Chile Seguros de Vida S.A.,
7903,srlovial552@outluc.com,143946,42000,"Reembolso de gastos adicionales por retrasos en vuelos, Indemnización por pérdida de conexiones debido a retrasos",Liberty Compañía de Seguros Generales S.A.,
7904,gotrce141@marmol.com,,,,,
7905,sta.607395@viajesanma.com,144086,,,,
7906,srfrcasa970@tourket.com,144111,,,,
7907,sr.9476539@wass.com,144117,,"Cobertura de costos adicionales por regreso anticipado, Compensación por imprevistos que obliguen a detener el viaje",BICE Vida Compañía de Seguros S.A.,Seguro de Interrupción del Viaje
7908,sara5948197@tourket.com,144153,,,,
7909,Martínmaya799@outluc.com,,,,,
7910,ernesto9672607@viajesanma.com,,,,,
7911,margarita8382853@tourket.com,144172,,,,
7912,Guadalupegarica470@tourket.com,144189,83000,,HDI Seguros S.A.,Seguro de Responsabilidad Civil
7913,razesa545@outluc.com,144195,,,,
7914,jegaqu400@outluc.com,144214,,,,
7915,Sta.acevedo242@tourket.com,144228,73000,"Asistencia para reemplazo de documentos de viaje perdidos, Indemnización por retraso en la entrega de equipaje",Renta Nacional Compañía de Seguros Generales S.A.,Seguro de Equipaje y Efectos Personales
7916,ancaju206@marmol.com,144276,,,,
7917,sredesal202@marmol.com,144284,21000,"Cobertura de medicamentos recetados, Cobertura de gastos médicos por enfermedad o accidente",BICE Vida Compañía de Seguros S.A.,Seguro de Asistencia Médica
7918,frzaza108@tourket.com,144288,,,,
7919,juan1549170@outluc.com,144294,,,,
7920,sr.4855479@wass.com,144310,,,,
7921,Raúlarredondo672@outluc.com,,43000,"Gastos legales en caso de demandas civiles, Cobertura de daños a propiedades alquiladas",Confuturo S.A.,Seguro de Responsabilidad Civil
7922,julia7805590@marmol.com,144389,59000,"Cobertura de artículos electrónicos bajo ciertos límites, Asistencia para reemplazo de documentos de viaje perdidos",Consorcio Nacional de Seguros Vida S.A.,Seguro de Equipaje y Efectos Personales
7923,blluad902@marmol.com,144393,22000,"Gastos legales en caso de demandas civiles, Cobertura de daños a propiedades alquiladas",HDI Seguros S.A.,Seguro de Responsabilidad Civil
7924,sta.8357873@marmol.com,144446,,,,
7925,Alfredosaucedo875@tourket.com,144464,,,,
7926,Alfredosaucedo875@tourket.com,144465,,,,
7927,marilu1956967@wass.com,,58000,"Gastos legales en caso de demandas civiles, Cobertura de daños a propiedades alquiladas",BICE Vida Compañía de Seguros S.A.,Seguro de Responsabilidad Civil
7928,sredalto390@outluc.com,144486,,,,
7929,gerardo4995610@tourket.com,,50000,"Cobertura de gastos médicos por enfermedad o accidente, Hospitalización y cirugías de emergencia",Seguros Generales Suramericana S.A.,Seguro de Asistencia Médica
7931,srromoyá724@viajesanma.com,144576,80000,"Asistencia para reemplazo de documentos de viaje perdidos, Indemnización por retraso en la entrega de equipaje",Consorcio Nacional de Seguros Vida S.A.,
7932,Juanpedraza550@tourket.com,,,,,
7933,sr.6139183@edubus.cal,78482,,,,
7934,,78430,,,,
7935,Gabrieladame361@outluc.com,78438,,,,
7936,Caridadballesteros263@wass.com,78469,99000,"Asistencia para reemplazo de documentos de viaje perdidos, Cobertura por pérdida, robo o daño de equipaje",Consorcio Nacional de Seguros Vida S.A.,Seguro de Equipaje y Efectos Personales
7937,Caridadballesteros263@wass.com,78472,98000,"Cobertura por daños a terceros durante el viaje, Gastos legales en caso de demandas civiles",,Seguro de Responsabilidad Civil
7938,,78483,91000,"Cobertura de medicamentos recetados, Cobertura de gastos médicos por enfermedad o accidente",Seguros Generales Suramericana S.A.,Seguro de Asistencia Médica
7939,,78514,,,,
7940,Gracielagarica981@edubus.cal,78515,,,,
7941,luresá103@wass.com,78519,58000,"Hospitalización y cirugías de emergencia, Evacuación y repatriación sanitaria",Consorcio Nacional de Seguros Vida S.A.,Seguro de Asistencia Médica
7942,Dianaméndez890@tourket.com,78531,,,,
7943,alicia4034135@marmol.com,78547,,,,
7944,alicia4034135@marmol.com,78548,25000,"Cobertura de costos adicionales por regreso anticipado, Reembolso de gastos no utilizados por interrupción del viaje",Consorcio Nacional de Seguros Vida S.A.,Seguro de Interrupción del Viaje
7945,sttipimo925@marmol.com,78559,74000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Cobertura de penalidades por cambio de vuelo",Confuturo S.A.,Seguro de Cancelación de Viaje
7946,Yolandaarmendáriz156@tourket.com,78619,42000,"Reembolso por cancelaciones laborales imprevistas, Cobertura de penalidades por cambio de vuelo",Consorcio Nacional de Seguros Vida S.A.,Seguro de Cancelación de Viaje
7947,Clarasoria525@wass.com,,10000,"Cobertura de gastos médicos por enfermedad o accidente, Hospitalización y cirugías de emergencia",,Seguro de Asistencia Médica
7948,lihuar761@wass.com,78662,,,,
7949,lihuar761@wass.com,78665,62000,"Cobertura de daños a propiedades alquiladas, Gastos legales en caso de demandas civiles",MetLife Chile Seguros de Vida S.A.,Seguro de Responsabilidad Civil
7950,lihuar761@wass.com,78666,71000,"Evacuación y repatriación sanitaria, Cobertura de medicamentos recetados",HDI Seguros S.A.,Seguro de Asistencia Médica
7951,guraza832@wass.com,78694,16000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",BICE Vida Compañía de Seguros S.A.,Seguro de Cancelación de Viaje
7952,guraza832@wass.com,78697,,,,
7953,guraza832@wass.com,78698,,,,
7954,Sta.botello773@outluc.com,78705,,,,
7955,aggóca712@viajesanma.com,78737,26000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Cobertura de penalidades por cambio de vuelo",Confuturo S.A.,Seguro de Cancelación de Viaje
7956,aggóca712@viajesanma.com,78740,,,,
7957,aggóca712@viajesanma.com,78753,95000,"Reembolso de gastos no utilizados por interrupción del viaje, Compensación por imprevistos que obliguen a detener el viaje",Seguros Generales Suramericana S.A.,Seguro de Interrupción del Viaje
7958,daparí324@edubus.cal,78770,,,,
7959,daparí324@edubus.cal,78772,36000,"Reembolso de gastos adicionales por retrasos en vuelos, Cobertura de alojamiento y alimentación por retrasos prolongados",Renta Nacional Compañía de Seguros Generales S.A.,Seguro por Demoras en el Viaje
7960,glanbe559@tourket.com,,14000,"Cobertura de penalidades por cambio de vuelo, Reembolso por cancelaciones laborales imprevistas",Consorcio Nacional de Seguros Vida S.A.,Seguro de Cancelación de Viaje
7961,,78778,,,,
7962,,78895,37000,"Cobertura de medicamentos recetados, Evacuación y repatriación sanitaria",MAPFRE Compañía de Seguros Generales de Chile S.A.,Seguro de Asistencia Médica
7963,maría320378@tourket.com,78899,,,,
7964,Samuelalmonte447@tourket.com,78974,,,,
7965,susana9334818@viajesanma.com,,,,,
7966,sr.3525257@outluc.com,79014,54000,"Cobertura por pérdida, robo o daño de equipaje, Asistencia para reemplazo de documentos de viaje perdidos",Vida Cámara S.A.,Seguro de Equipaje y Efectos Personales
7967,sr.3525257@outluc.com,79015,,,,
7968,Sta.cardenas262@viajesanma.com,,,,BICE Vida Compañía de Seguros S.A.,Seguro de Asistencia Médica
7969,Sta.cardenas262@viajesanma.com,,,,,
7970,srracaal432@wass.com,79049,,,,
7971,srroguti835@tourket.com,79066,70000,"Reembolso de gastos no utilizados por interrupción del viaje, Compensación por imprevistos que obliguen a detener el viaje",BICE Vida Compañía de Seguros S.A.,Seguro de Interrupción del Viaje
7972,,,5000,"Cobertura de medicamentos recetados, Cobertura de gastos médicos por enfermedad o accidente",HDI Seguros S.A.,Seguro de Asistencia Médica
7973,ánsama367@viajesanma.com,79102,86000,"Indemnización por pérdida de conexiones debido a retrasos, Reembolso de gastos adicionales por retrasos en vuelos",MetLife Chile Seguros de Vida S.A.,Seguro por Demoras en el Viaje
7974,Normabahena565@outluc.com,,27000,"Indemnización por pérdida de conexiones debido a retrasos, Cobertura de alojamiento y alimentación por retrasos prolongados",MAPFRE Compañía de Seguros Generales de Chile S.A.,Seguro por Demoras en el Viaje
7975,srpareul537@tourket.com,,45000,"Cobertura por daños a terceros durante el viaje, Cobertura de daños a propiedades alquiladas",,Seguro de Responsabilidad Civil
7976,argabe875@marmol.com,79160,44000,"Cobertura por daños a terceros durante el viaje, Cobertura de daños a propiedades alquiladas",Confuturo S.A.,Seguro de Responsabilidad Civil
7977,emilio6071389@wass.com,,43000,"Indemnización por pérdida de conexiones debido a retrasos, Cobertura de alojamiento y alimentación por retrasos prolongados",Consorcio Nacional de Seguros Vida S.A.,Seguro por Demoras en el Viaje
7978,Rosalianegrete921@marmol.com,79212,51000,"Indemnización por pérdida de conexiones debido a retrasos, Cobertura de alojamiento y alimentación por retrasos prolongados",Vida Cámara S.A.,Seguro por Demoras en el Viaje
7979,Rosalianegrete921@marmol.com,79221,41000,"Cobertura por daños a terceros durante el viaje, Cobertura de daños a propiedades alquiladas",MetLife Chile Seguros de Vida S.A.,Seguro de Responsabilidad Civil
7980,stdétepi368@edubus.cal,79274,35000,,Vida Cámara S.A.,
7981,marilu2791390@marmol.com,79312,,,,
7982,,79335,,,,
7983,Ignaciomanzanares767@outluc.com,79378,,,,
8088,Salvadorlara526@edubus.cal,82164,,,,
8089,Sr.caballero357@outluc.com,82248,,,,
8090,víctor7118912@edubus.cal,82281,,,,
7984,Andreaguardado378@tourket.com,79400,16000,"Cobertura de daños a propiedades alquiladas, Gastos legales en caso de demandas civiles",Renta Nacional Compañía de Seguros Generales S.A.,Seguro de Responsabilidad Civil
7985,manuel7581352@tourket.com,79404,95000,"Cobertura de costos adicionales por regreso anticipado, Compensación por imprevistos que obliguen a detener el viaje",Renta Nacional Compañía de Seguros Generales S.A.,Seguro de Interrupción del Viaje
7986,Benitomedrano445@edubus.cal,79406,81000,"Asistencia para reemplazo de documentos de viaje perdidos, Indemnización por retraso en la entrega de equipaje",MetLife Chile Seguros de Vida S.A.,
7987,Andreaguardado378@tourket.com,79445,66000,"Evacuación y repatriación sanitaria, Cobertura de gastos médicos por enfermedad o accidente",HDI Seguros S.A.,Seguro de Asistencia Médica
7988,lomodo833@outluc.com,79456,,,,
7989,damebo681@outluc.com,,8000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",MAPFRE Compañía de Seguros Generales de Chile S.A.,Seguro de Cancelación de Viaje
7990,Ángelamatías661@outluc.com,,,,,
7991,ana570903@edubus.cal,79589,60000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Reembolso de gastos adicionales por retrasos en vuelos",Consorcio Nacional de Seguros Vida S.A.,Seguro por Demoras en el Viaje
7992,maricarmen5245481@wass.com,79602,,,,
7993,alfama854@outluc.com,,,,,
7994,rovaco363@marmol.com,79803,68000,"Cobertura por daños a terceros durante el viaje, Gastos legales en caso de demandas civiles",BICE Vida Compañía de Seguros S.A.,Seguro de Responsabilidad Civil
7995,mónica8395890@wass.com,79811,77000,"Indemnización por retraso en la entrega de equipaje, Asistencia para reemplazo de documentos de viaje perdidos",Seguros Generales Suramericana S.A.,Seguro de Equipaje y Efectos Personales
7996,Vicentegallegos656@outluc.com,79886,,"Hospitalización y cirugías de emergencia, Cobertura de gastos médicos por enfermedad o accidente",Liberty Compañía de Seguros Generales S.A.,Seguro de Asistencia Médica
7997,edhina669@viajesanma.com,79920,,,,
7998,claudia3931278@outluc.com,79978,62000,"Cobertura por pérdida, robo o daño de equipaje, Asistencia para reemplazo de documentos de viaje perdidos",BICE Vida Compañía de Seguros S.A.,
7999,Luzsaldivar807@wass.com,80052,,,,
8000,Raúlcaraballo974@marmol.com,80083,6000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Indemnización por pérdida de conexiones debido a retrasos",Confuturo S.A.,
8001,antonio2796235@tourket.com,80089,81000,"Hospitalización y cirugías de emergencia, Cobertura de medicamentos recetados",Liberty Compañía de Seguros Generales S.A.,Seguro de Asistencia Médica
8002,antonio2796235@tourket.com,80091,,,,
8003,antonio2796235@tourket.com,80095,,,,
8004,antonio2796235@tourket.com,80096,,,,
8005,,80128,50000,"Indemnización por pérdida de conexiones debido a retrasos, Cobertura de alojamiento y alimentación por retrasos prolongados",Seguros Generales Suramericana S.A.,Seguro por Demoras en el Viaje
8006,pedro635524@marmol.com,80171,47000,"Indemnización por pérdida de conexiones debido a retrasos, Reembolso de gastos adicionales por retrasos en vuelos",Vida Cámara S.A.,Seguro por Demoras en el Viaje
8007,,80215,,,,
8008,,80237,74000,"Cobertura de costos adicionales por regreso anticipado, Compensación por imprevistos que obliguen a detener el viaje",Renta Nacional Compañía de Seguros Generales S.A.,Seguro de Interrupción del Viaje
8009,sr.3346244@edubus.cal,80259,,,,
8010,víctor2838763@viajesanma.com,80291,,,,
8011,víctor2838763@viajesanma.com,80295,81000,"Cobertura de penalidades por cambio de vuelo, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",Seguros Generales Suramericana S.A.,Seguro de Cancelación de Viaje
