nombre,correo,contrasena,username,telefono_contacto,run,puntos,jornada,isapre,contrato,dv
Magdalena Griego Villanueva,Magdalenavillanueva201@viajesanma.com,rsKsWV3I,magdalena4441572,+56 2 9195 0453,8896936,0,,,,7
,Sr.nazario703@marmol.com,NYh9G4I8s,srjoacna585,+56 9 5974 6853,28197135,,,,,2
Francisca Burgos Correa,frbuco604@viajes.cl,xhY8eRGY,Franciscacorrea563,+56 2 4299 9172,11460647,,Diurno,Fonasa,Part time,2
Sta. Marilu Bustos Rolón,stmaburo600@edubus.cal,4jcfUbAhX0WzGSA8,stmaburo880,+56 9 3958 2102,20850680,,,,,3
María Luisa Carranza Ruiz,malucaru511@viajes.cl,CNyLaMcJ3,Maríaruiz892,+56 9 7685 9832,24939971,,Nocturno,Banmédica,Full time,K
Jacobo Briones Escamilla,,LSpRJ24B,jabres244,+56 2 7693 1687,24867809,7944,,,,7
Leticia Carreón Barragán,lecaba295@marmol.com,rkrCH8qvwnZO5We,leticia801255,+56 9 2359 6536,15511593,-6132,,,,9
Gustavo Chacón Herrera,Gustavoherrera954@viajes.cl,LF2OZHJ1uuyH,guchhe634,+56 9 8180 9888,,,Diurno,Fonasa,Full time,
Sra. Margarita Frías Parra,srmafrpa729@edubus.cal,YhTb6z14qLc,Sra.parra238,+56 9 3970 0095,5816672,30290,,,,3
Micaela Salas Cervántez,misace289@edubus.cal,SEC2bj0TVbrk,Micaelacervántez685,+56 2 0700 9355,12559174,5598,,,,4
Sr. Ricardo Cornejo Soto,Sr.soto615@outluc.com,Moyk6huW5h3H,Sr.soto711,+56 9 3026 5005,,423,,,,
Sr. Mercedes Carreón Ceja,Sr.ceja795@viajes.cl,t5ASPfCd6BrEc,srmecace629,+56 2 6192 4312,10897821,,Nocturno,Fonasa,Part time,K
Maricarmen Montenegro Zamora,Maricarmenzamora143@edubus.cal,q89Uz81bQTQk,maricarmen6532332,+56 2 6596 5306,10674273,12916,,,,1
Rafael Treviño Rodrígez,rafael6771208@wass.com,,Rafaelrodrígez992,+56 2 4963 5076,15994865,0,,,,K
Gilberto Paz Nazario,gipana727@edubus.cal,IT9XNCFk6PdXYaFR,gilberto7299612,+56 9 8545 6865,3232947,23242,,,,0
Norma Colunga Quiroz,Normaquiroz570@viajesanma.com,GRm4zvzK5EF,norma1981620,+56 2 3620 1377,5886461,8964,,,,7
Julio Arce Roldán,Julioroldán951@outluc.com,ctPM2n8l8,Julioroldán816,+56 2 5833 7602,19381732,,,,,7
Federico Valladares Suárez,federico4793258@viajes.cl,5pqhxPWZNN,federico3833159,+56 2 8417 4253,4511389,,Nocturno,Colmena,Part time,2
Cristobal Guardado Abreu,cristobal970714@viajes.cl,Xkfz3j1Jto2,Cristobalabreu483,+56 9 4646 2702,5378598,,Diurno,Consalud,,0
Julia Gamboa Sisneros,jugasi311@tourket.com,wqnjBl5k67RF,Juliasisneros942,+56 2 8235 1871,4333560,8175,,,,K
María José Caraballo Verdugo,maría3991976@viajes.cl,jiEEmi1iN,Maríaverdugo616,+56 2 4081 9512,24729206,,Nocturno,Consalud,Full time,3
Alejandro Alva Monroy,Alejandromonroy353@viajes.cl,lE9rI9m1oT,alalmo618,+56 9 5630 2050,21926609,,Nocturno,Más vida,,K
Dorotea Gamboa Rivero,dogari515@viajes.cl,,Dorotearivero991,+56 9 6703 0456,14439471,,Nocturno,Más vida,Part time,2
Mariano Godínez Pérez,Marianopérez502@viajes.cl,2ETEPk0x,magopé941,+56 2 9872 7565,16165631,,Diurno,Fonasa,Full time,3
Raúl Espinal Becerra,raúl9292389@wass.com,aH7glR7EA46fjZb,Raúlbecerra522,,18366873,,,,,0
Blanca Anguiano Nieto,blanni644@outluc.com,,Blancanieto207,+56 9 8366 6750,10660584,2296,,,,K
Sr. Silvia Lozano Duarte,srsilodu792@tourket.com,lnD4e6RU,srsilodu828,+56 9 0233 1325,21842456,0,,,,2
Sr. Patricia Zamudio Estrada,sr.5538687@outluc.com,4yTRd4Ed,Sr.estrada917,+56 9 0761 3613,2609287,17968,,,,6
Benito Araña Matos,,GMHY5XDdMDs,bearma838,+56 9 7830 4724,29877605,6883,,,,7
Marisol Montez Figueroa,Marisolfigueroa842@edubus.cal,sQ7qmJQYb,Marisolfigueroa860,+56 9 5045 1107,4019521,0,,,,1
Marcela Alfaro Loera,maallo823@viajes.cl,p3ve0DYILfG0c9h,Marcelaloera788,+56 9 3904 2449,19267460,,Nocturno,,Part time,3
Gabriela Arreola Cruz,Gabrielacruz952@viajes.cl,z2865sKX,,+56 9 8190 8970,23677753,,Diurno,Fonasa,Part time,7
Alfredo Nieves Aguirre,alfredo849677@outluc.com,at2CesmpoLfYj,Alfredoaguirre553,+56 2 4042 3353,,19811,,,,
Sta. Hernán Caldera Reyes,sta.6273940@viajes.cl,lQXILGb25,sthecare937,+56 2 4350 3483,10406866,,Diurno,Banmédica,Full time,9
José Eduardo Duarte Solorzano,josé5173352@viajes.cl,yXVb9pmF3H,josé3723120,+56 2 4721 2101,2730782,,Nocturno,Consalud,,5
Sta. Irene Páez Valdez,Sta.valdez219@viajes.cl,UPHx7bSrze4H3s7c,Sta.valdez249,+56 9 4712 8075,6587016,,Diurno,Más vida,Full time,9
Julio Espinosa Colón,julio6692906@viajes.cl,t62ogElD74jBw,Juliocolón781,+56 9 1587 9488,12473388,,Nocturno,Fonasa,Part time,K
Emilio Zarate Velásquez,emilio6419129@viajes.cl,BH86ZB3Bcr0,emzave871,+56 9 3305 5252,9693577,,,Consalud,Part time,3
Víctor Adorno Sedillo,víctor4658817@viajes.cl,zgHyaGj2,víadse105,+56 9 7992 0347,17332568,,Nocturno,Banmédica,Part time,1
Sra. Adán Galindo Espinoza,sradgaes581@marmol.com,OvbTB1NEyWFUY5,,+56 2 8550 0541,22233587,7714,,,,6
,sr.755814@outluc.com,OaPi7iArqN,,+56 2 4299 1758,13051572,0,,,,K
Ricardo Ramírez Concepción,ricardo1354495@tourket.com,gizbui9k3hRyONr0,riraco581,+56 9 3463 5089,5263511,19792,,,,K
Marta Coronado Centeno,Martacenteno678@marmol.com,TOYTZBB4JQ5sm1cn,marta4451838,+56 2 7933 2620,29274345,8314,,,,9
Sra. Martín Luevano Viera,sra.586302@tourket.com,i0jMa7GApeeb,sra.2856369,+56 2 5789 0446,27866400,0,,,,7
Victoria Archuleta Rojo,,Hlv4H8bgOBC9dA,viarro125,+56 2 8018 4348,-4637910,0,,,,1
Jaime Negrón Jaimes,jaime5348485@viajesanma.com,if3Q420yRI,Jaimejaimes413,+56 9 3672 2275,2940770,2502,,,,3
Cecilia Burgos Roque,ceburo757@outluc.com,90KR2yZdLroswyT,ceburo159,+56 9 7408 4131,1776727,0,,,,5
Sra. Carla Montañez Cotto,sra.3003957@viajes.cl,jp9YYqYWZyEJ,sra.2998642,+56 2 7533 7004,13347823,,Diurno,Banmédica,Part time,K
Guillermina Carreón Sanabria,guillermina8202874@marmol.com,ef6CJ44KKJoE2,guillermina3912279,+56 9 1964 0877,18377224,24395,,,,4
Carlota Cornejo Delagarza,Carlotadelagarza646@edubus.cal,Qk7uEFWg,,+56 9 0718 0416,15272878,0,,,,6
,marilu5157428@marmol.com,2K9a2ZXE,maolte736,+56 9 0923 3154,7527623,0,,,,0
,jolugona450@tourket.com,02oRz3uTRyQ,jolugona516,+56 2 7668 3549,10935078,3599,,,,8
Eduardo Mata Curiel,edmacu796@wass.com,J3GbsD7x,eduardo4883104,+56 2 3454 1203,23929162,7933,,,,7
Adán Ulloa Lemus,,cZgrqfmacvf7T,Adánlemus568,+56 2 2114 7147,26557190,0,,,,5
Rodrigo Cintrón Solís,Rodrigosolís188@viajes.cl,ruGgPLKBm7gNeG7f,rociso173,+56 9 1420 8683,23527009,,Nocturno,Colmena,Full time,9
Sr. Ignacio Carvajal Vigil,Sr.vigil856@tourket.com,u57cFqNO9YTZ,sr.4237826,+56 2 6762 6113,-21201930,8175,,,,5
Jesús Alcala Razo,Jesúsrazo504@viajesanma.com,eCDCmb8oEW0C57,jesús3835606,+56 9 8873 4783,23970889,3456,,,,7
Olivia Estrada Gollum,olivia246956@wass.com,JNEZQ2yM7g95OFdx,Oliviagollum235,+56 9 0709 6359,24762718,11099,,,,9
Fernando Altamirano Casillas,fernando2171885@wass.com,dAOq2gp7pTDbSnBJ,fernando2412846,+56 2 3433 3806,25606792,11532,,,,7
Lourdes Amaya Huerta,lourdes8232827@tourket.com,7jS2ufCyDi,lourdes3531489,+56 9 5339 6398,14308878,0,,,,2
Benito Ordóñez Jurado,beorju503@wass.com,,benito9211525,+56 9 7228 5486,28926293,0,,,,8
Ignacio Vanegas Olivárez,Ignacioolivárez206@marmol.com,pM30muOV8Vt3n9,igvaol380,+56 9 9062 2465,26598116,0,,,,K
Sofia Arellano Naranjo,sofia4802645@edubus.cal,Ch8NWw7bY6Qe,Sofianaranjo541,+56 2 7789 5172,6632985,9266,,,,2
Daniela Matos Alicea,Danielaalicea344@marmol.com,lxwyg8E75l,Danielaalicea626,,16756170,3300,,,,5
Dorotea Guerrero Ledesma,dorotea7696397@marmol.com,sZ9Q4T40k,,+56 9 4243 4172,26838221,-5797,,,,6
Juan Fonseca Barreto,Juanbarreto541@viajes.cl,vLly60A2qzctb,,+56 2 0935 1165,17311095,,Nocturno,Banmédica,Full time,2
Sta. Guillermo Bañuelos Figueroa,sta.4500407@edubus.cal,M3Gz8AyI5Er0,stgubafi152,+56 2 9186 2531,26147042,10809,,,,K
Sta. Sofia Olivas Bustamante,Sta.bustamante335@wass.com,po5D2Oq8RUEDCqHo,Sta.bustamante699,,2438743,1611,,,,7
Esperanza Medina Segura,Esperanzasegura621@viajes.cl,Tk5OPNWuv3XI,Esperanzasegura924,+56 9 8643 1213,8552734,,Nocturno,Más vida,Part time,7
Pablo Reséndez Lozada,,4zOIfd33ElIla,Pablolozada990,+56 2 1069 0373,27990008,,,Fonasa,Full time,1
,,utEwB2rsJB,Juanfranco923,+56 9 3887 9679,,,Nocturno,Colmena,Full time,
Marilu Rodríguez Frías,marofr359@wass.com,fiCyaC9Tkf66,Marilufrías164,+56 9 2793 2726,25854046,2392,,,,8
Leticia Oquendo Herrera,leticia6851622@edubus.cal,6054M3kD6ekELgVq,Leticiaherrera327,+56 2 9254 3774,7000805,16224,,,,K
,benito1937907@viajesanma.com,jg3tkGYFU57Yh,benito2906321,+56 9 2932 0967,16955299,18597,,,,1
Diana Uribe Padilla,diana6386755@tourket.com,Ofg7ptQT,Dianapadilla543,+56 9 1021 5710,21980079,953,,,,7
José Eduardo Zarate Espinoza,joedzaes177@wass.com,UDP70ilUve8oJt,josé5830195,+56 2 3781 1135,16791545,14413,,,,0
Caridad Robledo Ballesteros,Caridadballesteros263@wass.com,7TokUMWJdDzdcbH,caroba624,+56 2 7218 4852,7584511,27712,,,,1
Alejandro Almaraz Rosales,Alejandrorosales254@marmol.com,dkI8Ow8a,Alejandrorosales177,+56 2 9499 9736,8914117,5859,,,,6
María José Miranda Ledesma,Maríaledesma588@viajes.cl,i60MkuhUXfV9nN9k,,+56 9 7458 2864,21381068,,Diurno,Colmena,Full time,5
Carla Hernandes Grijalva,Carlagrijalva207@marmol.com,9Xry7MzpUTjUOcd,cahegr231,+56 9 6085 9993,14934078,7805,,,,5
Emilio Aguirre Ríos,emilio4671795@marmol.com,HgvW3FuhTSQF,Emilioríos629,+56 9 9021 9462,23366685,5658,,,,8
Vicente Vallejo Campos,Vicentecampos794@edubus.cal,h5pKP4UwXqRtQY8b,vivaca756,+56 2 6421 6690,4716676,2672,,,,4
Mateo Alemán Varela,Mateovarela616@tourket.com,MXT81aNz4EzcwuWP,Mateovarela781,+56 2 3998 2420,2395740,-16033,,,,K
Ignacio Casillas Delafuente,ignacio3150773@viajesanma.com,bGnc2Udo9DA,Ignaciodelafuente595,+56 9 6766 9527,2834218,11111,,,,7
José Espinoza Sedillo,joesse714@viajesanma.com,VKlTp0Tz4B7nqfMQ,joesse348,+56 9 2368 3216,7287904,17467,,,,K
Sr. Gustavo Alanis Ibarra,sr.4950411@edubus.cal,zYeJmB3Bdguc,,+56 9 9975 9811,2353200,2913,,,,K
Sta. Conchita Ocasio Deleón,Sta.deleón608@viajes.cl,NJCiTa1Xx76,stcoocde950,+56 2 9631 8644,,,Nocturno,Consalud,Full time,
Cecilia Trujillo Armijo,cecilia5299226@wass.com,mbKBu33W,Ceciliaarmijo994,+56 9 9802 4536,13148824,0,,,,6
Óscar Vázquez Loya,ósválo221@outluc.com,Y926v4vW,óscar8015719,+56 9 5677 5390,24278302,4111,,,,6
Cristina Mojica Gastélum,cristina6625698@marmol.com,ykF7a37DSB,cristina9497468,+56 2 5453 2428,8537266,26130,,,,1
,anarcó939@tourket.com,LcZPzS8Gk,antonia8371184,+56 9 0573 4896,23708270,9001,,,,2
Alejandra Lara Zepeda,allaze807@outluc.com,,Alejandrazepeda735,+56 2 7538 9019,1979091,1726,,,,6
Gregorio Lugo Bahena,gregorio2059471@viajes.cl,XzLN5wUfhbXjwg,gregorio4360552,+56 9 1416 4031,11184295,,Nocturno,Banmédica,Part time,7
Vicente Naranjo Gallegos,,uEdhEURHAR4nTw,,+56 2 5876 2661,9838842,24310,,,,7
Ignacio Cortez Linares,igcoli910@wass.com,d037WaQq,ignacio2848718,+56 9 4895 7101,23998705,8874,,,,2
Sra. Carolina Godoy Alonzo,srcagoal565@marmol.com,,srcagoal250,+56 2 8624 3214,24673012,,,,,1
Ramona Paz Calvillo,rapaca175@viajesanma.com,Kwlvj2cWTKPTEz,ramona9744137,+56 2 5817 1612,22907197,9985,,,,1
Sra. Diana Mascareñas Bueno,,wZDiYofbN7c8S,srdimabu741,+56 2 1719 6457,10290127,0,,,,4
Cristian Segura Almanza,cristian5903671@viajesanma.com,cWQpST83,crseal276,+56 2 9410 4710,-3038573,28363,,,,K
Anita Lerma Guerrero,anlegu945@wass.com,29x3nRNXja,Anitaguerrero470,+56 2 7782 5065,,7126,,,,
Esperanza Rivero Bustamante,esperanza7561972@wass.com,XhlHAQ50zyp,esperanza3963321,+56 2 9647 9234,9793499,32437,,,,1
Sr. David Páez Rincón,Sr.rincón745@marmol.com,7SjOBA4kvYYZi,Sr.rincón131,+56 9 6238 8154,-9572115,5570,,,,K
Sra. Elena Angulo Hernández,Sra.hernández580@viajesanma.com,M2okg80wAaSs2,Sra.hernández956,+56 9 4002 9862,26494491,5590,,,,0
Dorotea Abreu Espinosa,doabes349@viajes.cl,rbgKHak3CqnRZ1,dorotea9540416,+56 9 2613 3051,17788214,,Nocturno,Fonasa,Part time,3
Claudia Tirado Valdés,Claudiavaldés641@edubus.cal,vQzC4xLmbKlO6Af8,,+56 9 6538 4112,27288878,9778,,,,7
Sta. Margarita Corral Delatorre,sta.844338@outluc.com,2lm3jmzpHnL,sta.6774170,+56 9 6452 0588,29866858,3126,,,,0
Lourdes Fonseca Cardenas,lourdes1987188@edubus.cal,RDacLK00UsL,Lourdescardenas630,+56 2 9484 9188,27640946,,,,,8
Benito Zavala Escamilla,Benitoescamilla602@outluc.com,yODMEw9jYbmzPCW,,+56 2 2460 2217,24158970,0,,,,6
Carmen Escobar Nazario,carmen7321379@marmol.com,Cjx0a1ck3NL2J,caesna167,+56 9 3478 4275,7172504,12281,,,,9
Enrique Armenta Tijerina,,Fonzk4Jc39EeEbbR,enarti879,+56 2 1566 5916,-8263909,1894,,,,8
Bernardo Haro Marroquín,behama339@wass.com,J40KDco6VR,behama831,+56 2 2766 0863,11976279,0,,,,0
Arturo Quesada Mendoza,arturo6777880@marmol.com,q4M76eUK4OWgMuo,arqume554,+56 2 2969 5050,,14629,,,,
Susana Escobedo Avilés,Susanaavilés878@marmol.com,p5vcw7U27cjh,susana8862428,+56 2 4983 4764,19999676,34184,,,,2
Alejandro Zarate Delgado,Alejandrodelgado963@tourket.com,yZyR66plbFkl3j3R,alzade818,+56 2 2189 1928,17428474,11972,,,,1
Estela Delagarza Barreto,estela8497596@outluc.com,IGbQHLbK5y3i,esdeba923,+56 2 1314 7738,24509604,,,,,6
Jacobo Molina Cardona,jamoca906@wass.com,w3WU1QqUbYZ3yO,jamoca179,+56 2 4433 4165,14266697,7124,,,,9
Sta. Federico Ramírez Griego,Sta.griego409@tourket.com,ffWI9YIJv9qa4uST,Sta.griego746,+56 2 6721 7932,20192265,0,,,,8
Sta. Enrique Aguayo Santillán,sta.8931768@edubus.cal,,stenagsa200,,10408053,,,,,7
,miarni148@tourket.com,aqJdH8sBTkdPN,micaela3848146,+56 9 1248 4576,28408509,4848,,,,4
Sr. María Soledad Duarte Espinal,srmasodues715@viajes.cl,W96nlTXCcp,srmasodues432,+56 2 3237 4039,25604726,,Diurno,Colmena,Full time,8
Victoria Carvajal Barragán,Victoriabarragán864@viajesanma.com,bvF03LFNs7ejy,vicaba183,+56 9 0816 2982,,3312,,,,
Sra. Alejandra Rentería Jasso,sra.3036357@viajes.cl,UtTxxxXe2tXxia,sralreja663,+56 9 9614 4752,23582557,,Nocturno,Fonasa,Part time,0
,sra.7423941@wass.com,s8K1jlxG9DmBJ,Sra.guevara880,+56 9 9156 3733,29345864,1050,,,,2
Sra. Emilio Mondragón Mercado,sra.6664558@wass.com,1NGDKef6UFmkU,sra.1878648,+56 2 8792 4489,13553237,0,,,,1
María Méndez Lebrón,maméle199@edubus.cal,wbjRaI1lapA9kP6,maméle975,+56 2 5310 3755,-17743539,8564,,,,2
Marta Quiñones Piña,maqupi841@wass.com,,marta8114921,+56 2 3031 6176,21504417,0,,,,3
Sra. Ramona Casillas Alaniz,,XoL796kyW2Je,Sra.alaniz155,+56 9 0551 1002,29747876,14873,,,,1
Rosalia Rentería Espino,rosalia3924722@viajes.cl,WY52HOLGa,Rosaliaespino884,+56 9 4130 9582,,,Nocturno,Consalud,Part time,
Marco Antonio Regalado Paz,Marcopaz720@viajes.cl,xL0T7MG49iACbz,marco7744331,+56 9 3679 1546,7303925,,,Más vida,Part time,8
Berta Bahena Ornelas,,8waQrILy,berta3512710,+56 9 5001 5244,14226181,0,,,,2
Sra. Conchita Tejeda Pedroza,srcotepe595@viajes.cl,FTOo2VSxpv0Alg,sra.5133153,+56 9 3932 5260,11146858,,Nocturno,Banmédica,Full time,3
Hernán Heredia Montenegro,hehemo531@viajes.cl,pT9FXp5hrUrMCI,hernán4780267,+56 2 6604 7786,21877229,,Nocturno,Consalud,Full time,3
Jerónimo Tapia Ramón,jetara275@marmol.com,dfIXRMQ8,jerónimo720920,,13330748,-5193,,,,6
Martín Carrasco Duran,macadu602@edubus.cal,D6H99CYoeTlpvjW,martín4380655,+56 2 4511 3104,13942470,14471,,,,0
,srrarani235@edubus.cal,lYrMiz6VVd4Qo1hD,Sr.nieto723,+56 2 3449 8126,19073110,0,,,,3
Sr. Gerardo Lovato Santiago,sr.7969753@wass.com,a6oyr76CL9ALe1,sr.5674478,+56 2 1602 7374,2388853,17491,,,,K
Sancho Rangel Anguiano,Sanchoanguiano743@viajesanma.com,I01kXkLUvB,Sanchoanguiano283,+56 9 0055 4175,4997534,6641,,,,1
Ernesto Leal Tafoya,ernesto9672607@viajesanma.com,UxJsx4QB7XCXdF3D,Ernestotafoya709,+56 9 3936 4427,18651726,6795,,,,1
Irene Medrano Godoy,irene2022687@viajes.cl,RhzTba4GjTTBAE,irmego791,+56 9 9776 9709,4939012,,Diurno,Consalud,Full time,2
Mariana Barragán Zelaya,Marianazelaya163@viajes.cl,dHMi7m7Fxf,mabaze141,+56 2 7496 7255,17912713,,,Más vida,Part time,K
Reina Concepción Treviño,reina2052916@wass.com,35oKYCN0n,reina2029210,+56 2 8923 6480,26228830,16403,,,,7
Emilia Heredia Armijo,Emiliaarmijo452@marmol.com,GfCWX8cfl,Emiliaarmijo498,+56 9 1766 5945,29198666,6765,,,,8
María José Caldera Gaytán,Maríagaytán831@marmol.com,bzW2c21Q8SF,,+56 9 6544 7682,425136,28539,,,,9
Margarita Solorzano Cervántez,margarita1746766@outluc.com,h6TwcsSUoIA69m,margarita6352603,+56 2 2675 2343,5499402,6233,,,,8
Vicente Guardado Ballesteros,vicente8101391@viajesanma.com,KericWiC05isN,Vicenteballesteros881,,23409298,7723,,,,7
Sra. Joaquín Quezada Valencia,Sra.valencia532@viajesanma.com,MUG0JZ9ekiUQCKqk,sra.1302734,,11719592,0,,,,9
Gregorio Sandoval Osorio,grsaos554@outluc.com,nKapHHyn7,Gregorioosorio669,+56 2 0885 8245,8013674,42529,,,,9
Cecilia Garay Girón,cegagi394@wass.com,cNKMPz7P,Ceciliagirón145,+56 2 0509 4875,2938549,1185,,,,1
Elvira Domínguez Hinojosa,Elvirahinojosa356@viajesanma.com,DzKWKPV5jxapRVZ,eldohi568,+56 2 7657 6518,15218202,,,,,3
Sta. Lola Pichardo Olivares,Sta.olivares173@outluc.com,5774vTf2B,sta.9566634,+56 9 6986 2889,8819708,0,,,,9
Esteban Rubio Loya,esteban227766@edubus.cal,Dlwugdk7Gkqh6qW,Estebanloya846,+56 9 7963 9069,1683295,0,,,,2
Sta. María Cristina Gallegos Elizondo,Sta.elizondo482@wass.com,qgRPVKK55t,Sta.elizondo444,+56 9 2506 0926,8756084,0,,,,8
Patricia de Jesús Olvera,patricia8210365@viajes.cl,1DMF5KJWa2a12X,padejeol728,+56 2 2554 1708,8904906,,Diurno,,Part time,7
Sra. Guillermina Rodríquez Sanabria,Sra.sanabria958@edubus.cal,RPkVRvsx02,Sra.sanabria475,+56 2 6383 1455,,19774,,,,
Raquel Gollum Orosco,ragoor613@viajesanma.com,QevIh19vkd1G9sSK,Raquelorosco359,+56 2 9223 5565,18812023,9281,,,,7
César Badillo Hurtado,cébahu990@viajes.cl,5wW73OJr3QD27mSZ,Césarhurtado886,+56 9 0594 7201,27497468,,Diurno,Fonasa,Part time,0
Sta. Sancho Ceja Molina,stsacemo586@viajes.cl,Mh8Xoy8Tl,Sta.molina775,,11515322,,Nocturno,Más vida,Full time,6
Víctor Rojas Tejeda,víctor6934817@outluc.com,Sj6TtHG9Fm1L1,vírote991,+56 9 4949 0344,3533281,0,,,,2
Sr. Raúl Arroyo Gil,Sr.gil189@edubus.cal,zsBI9L7TCmVwVBHw,,+56 2 9223 2366,11378129,14023,,,,7
Horacio Nájera Rivera,Horaciorivera453@marmol.com,,honári564,+56 2 3736 8606,15052165,4944,,,,3
Gabriel Pérez Matos,Gabrielmatos922@marmol.com,qlJa3IXV,gapéma200,+56 2 0948 4332,10865245,6277,,,,4
Patricio Armijo Alanis,paaral909@viajes.cl,eiwP0LU9UvC,patricio9886398,+56 9 2802 1702,18588141,,Nocturno,Banmédica,Part time,5
María José Zarate Meza,Maríameza711@marmol.com,O2UlN5IlPwB2,majozame753,+56 9 0530 2766,1055800,1646,,,,K
Sra. Elena Olivas Flores,srelolfl439@tourket.com,f8NK3iS1Ru,Sra.flores903,+56 2 8862 8577,,0,,,,
Sr. Patricia Ordóñez Gurule,sr.7735852@viajesanma.com,FPejZD1Y3o,sr.2102465,+56 2 6699 3117,19375270,1720,,,,5
Francisca Sevilla Vallejo,frseva414@outluc.com,,Franciscavallejo697,+56 9 9807 8807,11820880,0,,,,3
Hernán Rodríguez Rosado,Hernánrosado402@viajesanma.com,KGx9Y1krv,heroro245,+56 9 1653 2525,3423774,15330,,,,3
,Sra.alaniz440@outluc.com,L8kGehb5IBzO,sra.6114887,+56 9 0057 0587,24801262,23453,,,,5
Santiago Almaraz Cortés,Santiagocortés327@viajes.cl,r1xx1xIDVu59k,Santiagocortés139,+56 2 0312 1899,,,Diurno,Colmena,Part time,
Ángela Orosco Aragón,Ángelaaragón758@outluc.com,oiVs9dpI6cgB2mw,Ángelaaragón226,+56 9 7314 8812,11531108,28622,,,,5
Patricia Bravo Esquibel,Patriciaesquibel311@tourket.com,yRWR8z5PcxWVoz,pabres480,+56 2 5416 2325,1851927,16269,,,,5
Joaquín Viera Archuleta,joaquín2992285@viajes.cl,0aIumrK9Hm9,,+56 2 9642 3559,20533127,,Nocturno,Banmédica,Part time,1
Marcela Rael Quiñónez,marcela3302945@viajesanma.com,DKS55fdKES,marcela4404762,+56 9 0864 1585,,6524,,,,
Gustavo Rosas Balderas,,VoKm6oQE,,+56 2 7546 5469,,,Diurno,Más vida,Full time,
Teresa Jimínez Ballesteros,teresa7800695@viajes.cl,7CfFwqOFtCGG9TJ,teresa8935804,+56 2 8835 8331,12718659,,,Banmédica,Part time,6
Sra. Diego Almonte Alaniz,srdialal366@outluc.com,VH5xD1z8IOwb,sra.8137637,+56 9 0076 0839,25420374,1621,,,,2
Sra. Adela Beltrán Gómez,Sra.gómez556@viajes.cl,riVjcC8rsTf,sra.8605264,+56 2 4714 8667,-3843013,,Diurno,Fonasa,Full time,0
Cristian Pelayo Rentería,crpere808@tourket.com,8PAhUArS2a,crpere761,+56 2 5898 4818,29316393,3618,,,,6
Rodrigo Arevalo Pabón,Rodrigopabón256@outluc.com,iQ6llGUSAa3r,roarpa112,+56 2 6665 7465,17930523,0,,,,2
Sra. Mariana Berríos Meléndez,srmabeme159@marmol.com,2xlyDNuW,srmabeme194,+56 9 7617 5972,2978966,10349,,,,5
Rosa Burgos Vaca,Rosavaca121@edubus.cal,Poo8U6rVm3fb,robuva584,+56 9 4615 3581,12423710,71,,,,6
Guillermina Peña Ballesteros,gupeba836@marmol.com,vbqC3TE7RQoIunsd,guillermina4722645,+56 9 0705 5905,13387366,16021,,,,K
Silvia Echevarría Benavídez,siecbe470@viajes.cl,mYZ6JZ54byp,silvia8702843,+56 2 3150 9618,-271440,,Diurno,Consalud,,K
Mariana Rojas Cervantes,mariana8230269@marmol.com,WQj4KG3ww,maroce579,+56 2 8567 7115,11666957,6050,,,,9
,Ignacionava249@viajesanma.com,6oe6w8TszH,,+56 2 9622 7328,18240681,0,,,,3
Tomás Linares Manzanares,tolima477@marmol.com,zDJi6IqO33a2C,tomás9473176,+56 2 8542 7641,13965982,5865,,,,1
Sr. Hugo Montaño Jaramillo,Sr.jaramillo736@wass.com,tT5Zxt967L,Sr.jaramillo989,+56 9 7138 4764,1052262,0,,,,5
Magdalena Delgado Dávila,magdalena5113521@outluc.com,rI86ON890c,,,,4392,,,,
Sr. Marta Robles Fonseca,sr.4997964@viajes.cl,sJsrXMzku0,srmarofo670,+56 2 1179 8044,9231358,,Diurno,,Full time,1
Diana Solís Escobedo,disoes972@edubus.cal,,disoes775,+56 2 2902 6650,9967197,8203,,,,1
Sta. Mónica Becerra Ceja,stmóbece517@marmol.com,6HqvtZGh1h9aq,Sta.ceja142,+56 9 9917 3824,-24454778,5946,,,,8
Patricio Zúñiga Olivera,Patricioolivera472@viajes.cl,n9OAV94unwtJ,patricio2957910,+56 2 9747 7211,309474,,Diurno,Consalud,Part time,K
Gonzalo Sauceda Calderón,gosaca150@wass.com,XAj8os3ZmKfnOu3,gonzalo5875726,+56 9 3542 3925,26119562,2525,,,,3
Marta Espinosa Zamudio,marta2075783@wass.com,e3wGEN37PiTU,marta5144555,+56 2 1720 2330,20338538,0,,,,2
Benjamín Armenta Loya,Benjamínloya261@viajes.cl,Brtttkv5Xl,benjamín3121210,+56 2 5619 2583,-11138369,,Diurno,Fonasa,Part time,3
Alejandra Armijo Páez,alejandra6350423@viajes.cl,,Alejandrapáez743,+56 9 1191 5783,8989942,,Diurno,Consalud,Part time,7
Sra. Florencia Sierra Castillo,Sra.castillo355@wass.com,QaU1IWoXXD6v,,+56 2 6423 5980,2749629,10694,,,,6
Sra. Juan Carlos Quesada Vera,srjucaquve747@edubus.cal,xNvI9ys4ZZ,srjucaquve189,+56 2 5937 4772,4687358,3912,,,,0
Mateo Delvalle Valdivia,mateo4923526@marmol.com,svt5rSJM6b,mateo3946613,+56 9 2130 9540,9024225,0,,,,3
